"Measure","Aliases"
"BODLane Lead Time Not Defined Association","[]"
"BODLane Flex Capacity Band2 Final","[]"
"BODLane Flex Capacity Band1 Intermediate","[]"
"BODLane Flex Capacity Band1 Final","[]"
"BODLane End Date IL Final","[]"
"BODLane Effectivity Outside Horizon Association","[]"
"NoSource Flag","[]"
"DIST Planned Delivery Time Standard Deviation IL Final","[]"
"BODLane Base Capacity Intermediate","[]"
"BODLane Base Capacity Final",""
"Flex2 Item Supplier Location TransMode Capacity By Day Intermediate","[]"
"Routing Item Lead Time COC Change Association","[]"
"Routing Item Lead Time Override COC Change Association","[]"
"Routing Start Date With BOM","[]"
"DIST Goods Receipt Time IL Final","['Goods Receipt Time IL Final']"
"Orders","[]"
"DIST Frozen Window By Item Location BODLane Override",""
"Flex2 Item Supplier Location TransMode Capacity By Week Intermediate","[]"
"Flex2 Item Supplier Location TransMode Capacity Intermediate","[]"
"Flow 1 Cat9 Region Reco Ratio Override","['Cat9 to Region Reco Ratio Override']"
"DIST Frozen Window by Item Location",""
"Flow 1 Cat9 Region Reco Ratio at Previous Year Validation","[]"
"Flow 1 Cat9 Region Remaining Target.83fd3f78-1ca6-4e5d-9c50-e8f6e8ef5a39",""
"DIST Frozen Window by Item Location BODLane Override","['Frozen Window by Item Location BODLane Override']"
"W Critical Item Flag Override Backup","[]"
"W Critical Item Flag Override","['MP Override']"
"W Critical Item Flag Backup","[]"
"W Critical Item Final","[]"
"W Consumption Holiday Intermediate","[]"
"W DIST Frozen Window at Item Location BODLane","[]"
"W Item Activity Supplier Priority Time Varying","[]"
"Flow 1 Cat9 Region Split Ratio","['Cat9 to Region Split Ratio']"
"DIST Frozen Window by Item Location Override",""
"Resource To Resource Group Association Intermediate","[]"
"BOD Inbound Item Resource Location Consumed Per Override","['Unloading Resource Consumed Per Override']"
"Resource Master","[]"
"DIST Planned Delivery Time Standard Deviation IL Override","[]"
"BBG Intermediate.3bab9261-17db-44ae-aff7-6a5a509caabe",""
"National to Region Split Ratio",""
"Assortment for Working Day","[]"
"D PO Recommendation Override","['Override Value']"
"PROC Resource TransMode Priority","[]"
"DIST Flex UnLoading Capacity Band1 Final","[]"
"Assortment For Region DC Split Reco Ratio Override","[]"
"Assortment For Pass Through Fcst REG","[]"
"DIST Flex UnLoading Capacity Band2 Final","[]"
"MFG Activity Share","['Activity Share']"
"Association for Item Region to Item DC Split","[]"
"D Netting Planning Horizon Association","[]"
"DIST Receiving Holiday","[]"
"W Distribution Resource Base Capacity Not Defined Association","['Distribution Resource Base Capacity Not Defined Association']"
"W Distribution Hanging Resource Node Association","['Distribution Hanging Resource Node Association']"
"DIST Goods Receipt Time Standard Deviation IL Final","[]"
"Assortment for Monthly Spread Split Ratio Adjustment","[]"
"DIST Goods Receipt Time Standard Deviation IL Override","[]"
"W Frozen Window Intermediate","['Frozen Window Intermediate']"
"DIST Receiving Holiday Intermediate","[]"
"DIST Include For MP IL","['Include For MP IL']"
"DIST Min Lot Size IL Final","['Min Lot Size IL Final']"
"Driver Target LC","[]"
"Actuals Intermediate Excess","[]"
"Actuals 12 Months Avg","[]"
"Item BODLane TransMode Lead Time Standard Deviation Override","[]"
"W Item Activity Share","['Item Activity Share']"
"W Manufacturing Hanging Resource Node Association","['Manufacturing Hanging Resource Node Association']"
"Final Routing Lead Time Standard Deviation","[]"
"GFR Date Range (In Months)","[]"
"Actual Receipts Value FR","[]"
"Actual Receipts Qty FR","[]"
"Actual Receipts NBD Value FR","[]"
"Actual Receipts NBD Qty FR","[]"
"Actual Quantity in Original UoM.0b246cc0-3853-4239-a8ef-58f813620355",""
"PrO Disable Upstream Capacity Consumption","[]"
"W Manufacturing Base Capacity Not Defined Association","['Manufacturing Base Capacity Not Defined Association']"
"MFG Frozen Window By Item Location Override","['Frozen Window By Item Location Override (in Days)']"
"PrO Disable Upstream Capacity Consumption Intermediate","[]"
"DIST Min Lot Size IL Override","['Override']"
"PrO Disable Upstream Material Consumption","[]"
"W ProcLane Shipping Holiday Supplier Location","[]"
"Final Routing Start Date","[]"
"Published Forecast SP SCS FR","['Demand Forecast Value']"
"DIST Planned Delivery Time IL Final","['Planned Delivery Time IL Final']"
"DIST Region TransMode Association Override","[]"
"Daily Base Item Supplier Capacity Intermediate","[]"
"W Netting Planning Horizon Association","[]"
"DONOTBUY Flag","[]"
"National Consolidated Demand at Month","[]"
"National GFR Quantity","[]"
"National Net Available (Expected Receipts)","[]"
"Item BODLane TransMode End Date External Input","[]"
"National OEM VAR Intransit","[]"
"Daily Base Item Supplier Location TransMode Capacity","[]"
"Item BODLane TransMode Lead Time Standard Deviation","[]"
"D Flex2 Item Supplier Capacity Intermediate","[]"
"Final Consider Supplier Effectivity For Planning Flag","['Consider Supplier Effectivity for Planning']"
"% Location Below Target Last Week",""
"AL KPI Actuals Cum Lag 2","['Cum Lag 2 Actuals']"
"MRP Priority","[]"
"AL KPI Abs Error Fcst Lag 3","['Lag 3 Forecast Error']"
"AL KPI Abs Error Fcst Lag 2","['Lag 2 Forecast Error']"
"AL KPI Abs Error Fcst Lag 1","['Lag 1 Forecast Error']"
"o9 Routing Lead Time Standard Deviation","[]"
"o9 Resource Location Association","['Resource Location Association']"
"o9 Resource Group To Resource Association","[]"
"o9 Resource Group Routing Association","[]"
"% SKU Below Target Last Week",""
"% SKU Below Target Last 4 Weeks",""
"L0 o9 C4 Weight Override","['o9 Weight Override']"
"YouTube Ad","[]"
"AL KPI CD Order Qty Month","['Total Order Qty']"
"AL KPI All Item Intersection","['All Item intersection']"
"AL KPI Cumulative Lag 3","['Cum Lag 3 Forecast']"
"AL KPI Abs Error Cum Fcst Lag 3","['Cum Lag 3 Forecast Absolute Error']"
"AL KPI Abs Error Cum Fcst Lag 2","['Cum Lag 2 Forecast Absolute Error']"
"AI Segmentation Observed Value","[]"
"AI Segmentation LC Target","[]"
"AI Segmentation Current Cycle Target","[]"
"AI Predict Feature Transform Value","[]"
"o9 BOM Component Start Date","['o9 Maintained Input']"
"o9 BOM Component End Date","['o9 Maintained Input']"
"o9 Adjusted PR Line Quantity","[]"
"mPower Volume",""
"L0 o9 C4 Shipment Date Override","['o9 Override']"
"L0 o9 C4 Distance Override","['o9 Override']"
"L0 System Mobile TKM","['System TKM']"
"o9 MFG Consumed Yield Static","['o9 Maintained Input']"
"Marketing Reach","[]"
"Material Demand Late Short Quantity",""
"MRP PLANNING CODE DESCR","[]"
"MRP PLANNING CODE","[]"
"MP Version Age Threshold","[]"
"MP Transaction Data Delivery Date Parameter","['Transactional Data Delivery Date']"
"MP Total Shipped Quantity",""
"MP Total Received Quantity",""
"MP Telescopic Weekly Buckets(In months)","[]"
"MP Telescopic Monthly Buckets(In months)","[]"
"MP Shipped Quantity",""
"MP Scenario Age Threshold","[]"
"MP Received Quantity",""
"Marketing Fcst Abs Error","[]"
"Manufacturer Association","[]"
"MSOH National",""
"Initial Build","[]"
"Marketing Medium","[]"
"Input Logistics Visibility","['Logistics Visibility']"
"Input Leaf/Grain","['Leaf/Grain']"
"Input File Name","['File Name']"
"Input File Format","['File Format']"
"Input File Delimiter","['File Delimiter']"
"Input Encryption","['Encryption']"
"Input Description","['Description']"
"Input Data Type","['Data Type']"
"Input DP","['DP']"
"Input Commercial Planning","['Commercial Planning']"
"Input Column Name","['Column Name']"
"Input Column Description","[]"
"Initiative TPR Details","[]"
"Marketing Fcst Bias","[]"
"Inc. Sales",""
"Master Stg Table Name","['Stg Table Name']"
"Initiative Spend","[]"
"Initiative Reach","[]"
"Initiative Rank",""
"Initiative Price","[]"
"Initiative Medium","[]"
"Initiative Feature Details","[]"
"Initiative Display Details","[]"
"Initiative Discount %","[]"
"Master Stg Column Name","['Stg Column Name']"
"Master Planning Scenario Limit","[]"
"Marketing Spend","[]"
"Material WIP RCA Quantity","[]"
"Material Production LC Plan",""
"Initiative Bundle Details","[]"
"Mobile Fuel Emission Factor","[]"
"Independence Date","[]"
"Material Production Actuals",""
"Material Node Priority Rule Plugin Output","[]"
"Material Node Priority Plugin Output Rules Used Description","[]"
"Material Node Priority Plugin Output Rules Used","[]"
"Material Node Priority Plugin Output Normalised","[]"
"Material Node Priority Plugin Output","[]"
"Material Node Build Ahead Limit","['Material Node Build Ahead Limit (in Days)']"
"Minimum Cluster Size","[]"
"Min Lot Size ",""
"Min Lot Size",""
"Include Opportunity (o9 says)","[]"
"Include Opportunity (Planner Override)","[]"
"Include In Performance Benchmark?","['Include In Performance Benchmark?']"
"Inc. Unit Sales",""
"Must Win Options","[]"
"Inc. NSV",""
"Inc Sales",""
"Inc NSV",""
"Member Deletion Flag","[]"
"Measures to be validated","[]"
"Measure Group Name KHUB","['Data Categories ']"
"Measure Data Table Name","[]"
"Monthly Received  Quantity",""
"Mode",""
"Mobile vs Scope 1 %",""
"Mobile TKM","[]"
"Mobile Fuel Emission Source Info MK","['Source Name']"
"Mobile Fuel Emission Source Info Customer","['Source Name']"
"Mobile Fuel Emission Factor MK","['Emission Factor']"
"Mobile Fuel Emission Factor Customer","['Emission Factor']"
"Naive Random Walk Model","[]"
"Mobile Fuel Consumption Classification","[]"
"Mobile Fuel Consumption","[]"
"Mitigation cost estimate","[]"
"Mitigation cost actual","[]"
"Monthly Total Shipped Quantity",""
"Monthly Total Received Quantity",""
"Inbound Shipment LC",""
"Inbound Inventory Handling Cost Per Unit","[]"
"InTransit Quantity Override","['InTransit Quantity Override']"
"InTransit Quantity Log","[]"
"InTransit Quantity Increment %","[]"
"InTransit Quantity Baseline","['InTransit Quantity Baseline']"
"InTransit Milestone Quantity","['Milestone Quantity']"
"InTransit Milestone Delivery Date","['Milestone Delivery Date']"
"Monthly Shipped Quantity",""
"IO Total Non-Zero Count (Forecast Error)","['Total Count (Non-Zero Forecast Error)']"
"Multi Buy","[]"
"Moving Average Non KIL","[]"
"Moving Average Model","[]"
"Moving Average Cat9","[]"
"InTransit Delivery Date Override","['InTransit Delivery Date Override', 'InTransit Delivery Date Override']"
"InTransit Delivery Date Log","[]"
"InTransit Delivery Date Baseline","['InTransit Delivery Date Baseline']"
"In Table Record Count","[]"
"In Table Name","[]"
"Importance","[]"
"Idle %",""
"ITEM LOC STATUS","[]"
"IO WMAPE Sensitivity Suggested Safety Stock","['WMAPE-SS']"
"IO Sum of Forecast Errors","['Sum of Forecast Errors']"
"IO Sum of Actuals","['Sum of Actuals']"
"IO Storage Fraction Consumed By Material Node","['Fraction of Storage Consumed']"
"NPI Horizon","[]"
"NOTE TO VENDOR","[]"
"NOT BEFORE DATE","[]"
"NNET Non KIL","[]"
"NNET Cat9","[]"
"NEW Demand Type","[]"
"NEW","[]"
"NEED BY DATE PO","['NEED BY DATE']"
"Need to Order (Y/N)",""
"National To Region Split Ratio","['National To Region Distribution Ratio']"
"IO WMAPE Sensitivity Suggested Reorder Point","['WMAPE-ROP']"
"IO WMAPE Sensitivity Suggested Cost","['WMAPE-Cost']"
"IO WMAPE LC","['WMAPE LC']"
"IO Underage Cost","['Underage Cost']"
"IO Total Storage Available For Material Nodes","['Maximum Available Storage']"
"IO Service Level Type","['Service Level Type']"
"IO Total Non-Zero Count (Actuals)","['Total Non-Zero Count (Actuals)']"
"IO Total Count (Forecast Error)","['Total Count (Forecast Error)']"
"IO Total Count (Actuals)","['Total Count (Actuals)']"
"IO Time Level WMAPE","['Time Level WMAPE']"
"Net REV Actual","[]"
"Net On Hand",""
"Net Invoice Actual","[]"
"IO Sum of Absolute Forecast Errors","['Sum of Absolute Forecast Errors']"
"IO Suggested Safety Stock Final","['Final Recommended Safety Stock', 'Final Recommended Safety Stock']"
"IO Suggested Safety Stock Attributed to Lead Time Variability","['Recommended Safety Stock Attributed to Lead Time Variability']"
"IO Suggested Safety Stock Attributed to Demand Variability","['Recommended Safety Stock Attributed to Demand Variability']"
"IO Suggested Reorder Point LC","['Suggested Reorder Point LC']"
"IO Suggested Lag","['Suggested Lag']"
"IO Suggested Activity To Be Removed","['Suggested Activity To Be Removed']"
"IO Storage Material Node Association","['Storage Material Node Association']"
"Netting Item Upward Levels","[]"
"IO Storage Consumed Per Unit","['Storage Consumed Per Unit']"
"IO Storage Consumed Fraction","['Storage Consumed Fraction']"
"IO Storage Consumed At Material Node Level","['Storage Consumed']"
"Netting Assortment Telescopic Bucket to Day","['Disaggregation rule from Telescopic Bucket to Day']"
"IO Storage Consumed","['Storage Consumed']"
"IO Storage Comparison Metric","['Storage Comparison Metric']"
"IO Storage Allocation Method","['Storage Allocation Method']"
"IO Standard Deviation Upper Threshold Limit Override","['Standard Deviation Upper Threshold Limit Override']"
"IO Standard Deviation Upper Threshold Limit","['Standard Deviation Upper Threshold Limit']"
"IO Standard Deviation Non-Zero (Forecast Error)","['Standard Deviation (Non-Zero Forecast Error)']"
"IO Standard Deviation Non-Zero (Actuals)","['Standard Deviation Non-Zero (Actuals)']"
"IO Standard Deviation Lower Threshold Limit Override","['Standard Deviation Lower Threshold Limit Override']"
"IO Standard Deviation Lower Threshold Limit","['Standard Deviation Lower Threshold Limit']"
"IO Standard Deviation (Forecast Error)","['Standard Deviation (Forecast Error)']"
"IO Standard Deviation (Actuals)","['Standard Deviation (Actuals)']"
"Netting Split - Override Global","[]"
"IO Service Level Target Reporting","['Target Service Level']"
"IO Service Level Target Override","['Service Level Override']"
"IO Service Level Target LC","['SL Target LC']"
"Netting Split - Override Brand Channel Time Varying","[]"
"Netting Split - Override Brand Channel","[]"
"Netting Split - Historical Item Customer Time Varying","[]"
"Netting Split - Historical Item Customer","[]"
